program_id,course_title,url,num_learning_objectives,num_modules,num_module_contents,coverage_percentage,mean_max_similarity
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,36,1,10,22.22222222222222,0.3105626106262207
0,Security Concepts and Practices,https://www.coursera.org/learn/security-concepts-and-practices,24,1,8,8.333333333333332,0.21216630935668945
0, Incident Response and Recovery,https://www.coursera.org/learn/incident-response-and-recovery,9,1,4,44.44444444444444,0.33458223938941956
0,"Risk Identification, Monitoring, and Analysis",https://www.coursera.org/learn/risk-identification-monitoring-and-analysis,24,1,7,12.5,0.2855336368083954
0,Cryptography ,https://www.coursera.org/learn/cryptography1,19,1,10,57.89473684210527,0.422101229429245
0,Network and Communications Security ,https://www.coursera.org/learn/network-and-communications-security,14,1,22,50.0,0.38351866602897644
0,Access Control,https://www.coursera.org/learn/access-controls,13,1,4,15.384615384615385,0.23572823405265808
1,Frontend Development using React,https://www.coursera.org/learn/frontend-development-using-react,11,3,88,100.0,0.5501193404197693
1,.Net Full Stack Foundation,https://www.coursera.org/learn/dot-net-full-stack-foundation,5,3,61,100.0,0.5717247724533081
1,Backend Development for .Net Full Stack ,https://www.coursera.org/learn/backend-development-dot-net-fullstack,10,3,65,60.0,0.45670968294143677
2,AI Applications in Marketing and Finance,https://www.coursera.org/learn/wharton-ai-applications-marketing-finance,6,4,29,50.0,0.410744309425354
2,AI Fundamentals for Non-Data Scientists,https://www.coursera.org/learn/wharton-ai-fundamentals-non-data-scientists,7,5,44,100.0,0.7783979177474976
2,AI Strategy and Governance,https://www.coursera.org/learn/wharton-ai-strategy-governance,7,4,34,85.71428571428571,0.4622128903865814
2,AI Applications in People Management ,https://www.coursera.org/learn/wharton-ai-applications-people-management,8,4,38,87.5,0.6268686056137085
3,Building AI Powered Chatbots Without Programming,https://www.coursera.org/learn/building-ai-powered-chatbots,4,20,70,25.0,0.39582130312919617
3,Generative AI: Prompt Engineering Basics,https://www.coursera.org/learn/generative-ai-prompt-engineering-for-everyone,4,3,19,100.0,0.5294956564903259
