program_id,course_title,url,learning_objective,max_similarity,best_match_content,is_covered,lo_bloom,lo_complexity,module_bloom,module_complexity,is_penalized,penalty_percentage
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,Systems and Application Security,0.5271210670471191,Security Strategies for Endpoints,True,apply,3,apply,3,False,
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,Course 7 - Systems and Application Security,0.4919414520263672,Security Strategies for Endpoints,False,apply,3,apply,3,False,
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,This is the seventh course under the specialization SSCP.,0.2407020926475525,Essential Requirements in P&DP Laws,False,apply,3,apply,3,False,
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,This course discusses two major changes in recent years to how we use our data: going mobile and using the cloud.,0.25802957713603974,Virtual Machines,False,create,6,apply,3,True,4.9999999999999964
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,"First, we use our data on the go by means of data services provided to our mobile phones, Wi-Fi, and other devices.",0.27931044697761537,Security Strategies for Endpoints,False,create,6,apply,3,True,4.9999999999999964
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,"Second, so many of the enhanced functions we take for granted in our daily personal and professional lives are made possible by cloud services, where our data is stored or processed.",0.3533404171466827,The Five Essential Characteristics of Clouds,False,apply,3,apply,3,False,
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,"Course 7 Learning Objectives After completing this course, the participant will be able to: - Classify different types of malware.",0.5823981761932373,Malware Attackers,True,apply,3,apply,3,False,
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,Determine how to implement malware countermeasures.,0.6594684720039368,Malware Attackers,True,apply,3,apply,3,False,
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,Identify various types of malicious activities.,0.6205402612686157,Malware Attackers,True,apply,3,apply,3,False,
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,Develop strategies for mitigating malicious activities.,0.593300461769104,Malware Attackers,True,apply,3,apply,3,False,
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,Describe various social engineering methods used by attackers.,0.604841947555542,"Threats, Attacks, and Countermeasures",True,apply,3,apply,3,False,
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,Explain the role of behavior analytics technologies in detecting and mitigating threats.,0.4905904531478882,"Threats, Attacks, and Countermeasures",False,apply,3,apply,3,False,
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,"Explain the role and functionality of host-based intrusion prevention system (HIPS), host-based intrusion detection system (HIDS), and host-based firewalls.",0.3888429999351501,"Threats, Attacks, and Countermeasures",False,apply,3,apply,3,False,
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,Evaluate the benefits of application whitelisting in endpoint device security.,0.6060175895690918,Security Strategies for Endpoints,True,apply,3,apply,3,False,
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,Explain the concept of endpoint encryption and its role in endpoint security.,0.6403341293334961,Security Strategies for Endpoints,True,apply,3,apply,3,False,
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,Describe the role and functionality of Trusted Platform Module (TPM) technology in providing hardware-based security features.,0.3640203773975372,Virtualization Attacks,False,apply,3,apply,3,False,
0,Systems and Application Security,https://www.coursera.org/learn/systems-and-application-security,Identify the steps in implementing secure browsing practices using digital certificates and secure communication protocols.,0.3518043756484985,Security Strategies for Endpoints,False,apply,3,apply,3,False,
